product,field,platform,location,homepage,establish_time,round,project_status,status,tags,description,contact,leadership,logo_url,url,company_name,brief_intro
Yieldbot,企业服务,平台：WEB,坐标：美国,官网：www.yieldbot.com,成立时间：201,"C轮,3500万,美元,融资完成",立即认领,运营状态：正在运营,广告营销互联网,Yieldbot公司可以基于用户的实时消费意向针对性地定位线上广告，捕获并组织互联网内容发行商信息，并为广告主提供支持，帮助广告主向目标客户推送触广告，以此提升企业市场营销效果。,,,http://pic2.pedaily.cn/newseed/project/201608/20160808142514599.jpg,http://www.newseed.cn/project/52870,Yieldbot,Yieldbot公司可以基于用户的实时消费意向针对性地定位线上广告，捕获并组织互联网内容发行商信息，并为广告主提供支持，帮助广告主向目标客户推送触广告，以此提升企业市场营销效果。
轻＋,生活消费,平台：移动应用,坐标：珠海市,官网：www.sythealth.com,成立时间：不详,"C轮,6000万,人民币,融资完成",立即认领,运营状态：正在运营,,“轻+”是三益堂科技推出的一款减肥健身移动App产品，我们立志将产品和服务打造成有特色有口碑的减肥健身综合服务平台，围绕着有效、有爱和有趣的产品理念，为用户提供有效的瘦身方案、有爱的瘦身氛围和有趣的瘦身体验。,,刘宝剑创始人,http://pic2.pedaily.cn/newseed/projectlogo/201606/20160601@210035.jpg,http://www.newseed.cn/project/51123,三益堂科技有限公司,三益堂科技是一家减肥健身综合服务平台，旗下推出一款减肥健身移动App产品－“轻+”，主要为用户提供有效的瘦身方案、有爱的瘦身氛围和有趣的瘦身体验。
云途腾,信息技术,平台：WEB,坐标：北京市,官网：www.t2cloud.net,成立时间：不详,"C轮,1亿,人民币,融资完成",立即认领,运营状态：正在运营,行业及技术解决方案,云途腾是一家为企业提供开放云方案的科技公司，提供包括公有云、私有云及混合云等多种解决方案。,,,http://pic2.pedaily.cn/newseed/project/201605/20160523100113540.jpg,http://www.newseed.cn/project/50888,北京云途腾科技有限责任公司,"云途腾是一家面向企业级用户，专业提供一站式解决方案及服务的公司。从2011年开始,我们已经逐步形成包括公有云、私有云及混合云等多种成熟解决方案，并成功为多家客户提供咨询与落地服务。我们致力于挖掘云计算在各行业的应用场景，借助云计算的理念与技术真正帮助用户提高生产效率，节省I T管理成本及提高创新能力，为用户提供最适用的云，做中国最大的开放云平台服务商。"
Dashlane,信息技术,平台：WEB,坐标：纽约,官网：www.dashlane.com,成立时间：2009,"C轮,2250万,美元,融资完成",立即认领,运营状态：正在运营,,成立于2009年、总部位于纽约的Dashlane可以帮助用户一键填写完所有的表单信息，并且提供了高强度保护的密码管理。但最值得一提的是它的一键修改所有密码功能，为用户带来了真正的便利，目前该功能已经覆盖了500多个主流站点。,,,http://pic2.pedaily.cn/newseed/project/201605/20160526132739404.jpg,http://www.newseed.cn/project/50969,"Dashlane, Inc",成立于 2009年、总部位于纽约的 Dashlane 可以帮助用户一键填写完所有的表单信息，并且提供了高强度保护的密码管理。但最值得一提的是它的一键修改所有密码功能，为用户带来了真正的便利，目前该功能已经覆盖了 500 多个主流站点。
Clover Health,医疗健康,平台：WEB,坐标：美国,官网：www.cloverhealth.com,成立时间：不详,"C轮,1.6亿,美元,融资完成",立即认领,运营状态：正在运营,办公软件健康保健,CloverHealth是一家健康保险公司，利用复杂分析和客户管理软件帮助用户减少医疗花费。,,,http://pic2.pedaily.cn/newseed/project/201605/20160530113947481.jpg,http://www.newseed.cn/project/51019,Clover Health,CloveHealth是一家健康保险公司，利用复杂分析和客户管理软件帮助用户减少医疗花费。
即有分期,房产金融,平台：WEB,坐标：深圳市,官网：www.dafycredit.com,成立时间：不详,"C轮,5亿,人民币,融资完成",立即认领,运营状态：正在运营,消费金融移动互联网互联网大数据,,,,http://pic2.pedaily.cn/newseed/project/201606/20160601133321200.jpg,http://www.newseed.cn/project/51102,深圳前海达飞金融服务有限公司,深圳前海达飞金融服务有限公司（以下简称“达飞金融”），2014年注册成立，总部位于深圳。达飞金融致力于为年轻时尚的客户群体提供便捷而高品质的消费金融服务，为消费者提供商品小额分期以及小额现金贷等多种消费金融服务，消费服务场景涵盖市场多个领域，如3C数码产品、教育行业等。
世和基因,医疗健康,"平台：WEB,其他",坐标：南京市,官网：www.geneseeq.com,成立时间：2013-03,"C轮,金额未透露,融资完成",立即认领,运营状态：正在运营,生物技术,世和基因是一家致力于癌症个体化医疗诊断的生物技术公司，产品有高通量(NGS)全景癌症基因检测、视网膜母细胞瘤检测等。,,,http://pic2.pedaily.cn/newseed/project/201606/20160613090241992.jpg,http://www.newseed.cn/project/51314,南京世和基因生物技术有限公司,世和基因生物技术有限公司致力于癌症个体化医疗诊断的生物技术公司，由一批在生物医药领域有突出贡献的北美华人科学家于2008年创建。世和北美总部坐落于加拿大多伦多，中国总部落户于南京，此外世和在美国斯坦福设有科研分部。
Smarter Micro,硬件,平台：WEB,坐标：香港,官网：www.smartermicro.cn,成立时间：不详,"C轮,9200万,人民币,融资完成",立即认领,运营状态：正在运营,VR/AR芯片,SmarterMicro是一家专注于移动终端射频前端芯片、模组领域的公司。当今射频面临的核心挑战是解决服务需求和网络容量爆炸式增长所需的更多蜂窝频段——目前全球频段总数已达到40个。,,,http://pic2.pedaily.cn/newseed/project/201606/20160615143639963.jpg,http://www.newseed.cn/project/51391,Smarter Micro,SmarteMicro 是一家专注于移动终端射频前端芯片、模组领域的公司。当今射频面临的核心挑战是解决服务需求和网络容量爆炸式增长所需的更多蜂窝频段——目前全球频段总数已达到 40 个。
Mersana Therapeutics,医疗健康,平台：WEB,坐标：美国,官网：www.mersana.com,成立时间：不详,"C轮,3300万,美元,融资完成",立即认领,运营状态：正在运营,,MersanaTherapeutics是一家总部位于美国马萨诸塞州剑桥市的生物科技公司。,,,http://pic2.pedaily.cn/newseed/project/201606/20160617162956465.jpg,http://www.newseed.cn/project/51454,Mersana Therapeutics,Mersana Therapeutics是一家总部位于美国马萨诸塞州剑桥市的生物科技公司。
Performance Horizon,企业服务,平台：WEB,坐标：英国,官网：www.performancehorizon.com,成立时间：不详,"C轮,1540万,美元,融资完成",立即认领,运营状态：正在运营,,PerformanceHorizon是英国数字营销创业公司。这家来自英格兰北部的公司主要有两个产品，一个是管理销售拓展竞价、追踪和筛选平台的Leadsbox，另一个则是为子公司和营销合作伙伴提供多种科技和产品报道的PerformanceMash。,,,http://pic2.pedaily.cn/newseed/project/201606/20160617170129394.jpg,http://www.newseed.cn/project/51456,PERFORMANCE HORIZON GROUP LIMITED,Performance Horizon是英国数字营销创业公司 。这家来自英格兰北部的公司主要有两个产品，一个是管理销售拓展竞价、追踪和筛选平台的 Leadsbox，另一个则是为子公司和营销合作伙伴提供多种科技和产品报道的 Performance Mash。
艾拉物联,信息技术,平台：WEB,坐标：中国,官网：www.ayla.com.cn,成立时间：2010,"C轮,3900万,美元,融资完成",立即认领,运营状态：正在运营,智能家居,Ayla成立于2010年，总部位于美国加利福尼亚圣克拉拉，业务服务网点覆盖欧洲、中国、日本等全球多个地区。AylaNetworks（艾拉物联）是一个主打智能家居的物联网创业公司。目前主要服务的客户在智能家居、智能穿戴、智能楼宇等领域，企业用户不仅可以利用Ayla的IoT技术将自己的产品接入物联网，同时还可通过Ayla的IoT平台提取有价值的终端数据信息。,,,http://pic2.pedaily.cn/newseed/project/201606/20160629150838337.jpg,http://www.newseed.cn/project/51762,Ayla Networks Inc.,Ayla 成立于 2010 年，总部位于美国加利福尼亚圣克拉拉，业务服务网点覆盖欧洲、中国、日本等全球多个地区。Ayla Networks（艾拉物联）是一个主打智能家居的物联网创业公司。目前主要服务的客户在智能家居、智能穿戴、智能楼宇等领域，企业用户不仅可以利用 Ayla 的IoT技术将自己的产品接入物联网，同时还可通过 Ayla 的IoT平台提取有价值的终端数据信息。
SmartRecruiters,企业服务,平台：WEB,坐标：美国,官网：www.smartrecruiters.com,成立时间：不详,"C轮,3000万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR大宗批发零售,SmartRecruiters是智能招聘初创公司。SmartRecruiters可以帮助行业内的领导企业实现招聘转型，获得他们想要的人才。SmartRecruiters人才获取平台更像是把“销售和营销机制”应用在了招聘服务上，科技、零售、旅行住宿和娱乐等行业的领导企业都在使用他们的招聘平台挖掘人才，包括Atlassian、Ancestry.com、MarcJacobs、Skechers、Equinox、以及IBM。利用该平台的招聘营销和协作招聘功能，能帮助企业招聘人员事半功倍。不仅如此，企业招聘经理可以通过移动和社交渠道挖掘优秀人才，而且还能将该SmartRecruiters快速、无缝地整合到企业内部招聘系统内，提高招聘人员的工作效率。,,,http://pic2.pedaily.cn/newseed/project/201607/20160701154215361.jpg,http://www.newseed.cn/project/51820,SmartRecruiters,SmartRecruiters是 智能招聘初创公司。SmartRecruiters 可以帮助行业内的领导企业实现招聘转型，获得他们想要的人才。SmartRecruiters 人才获取平台更像是把 “销售和营销机制” 应用在了招聘服务上，科技、零售、旅行住宿和娱乐等行业的领导企业都在使用他们的招聘平台挖掘人才，包括 Atlassian、Ancestry.com、Marc Jacobs、Skechers、Equinox、以及 IBM。利用该平台的招聘营销和协作招聘功能，能帮助企业招聘人员事半功倍。不仅如此，企业招聘经理可以通过移动和社交渠道挖掘优秀人才，而且还能将该 SmartRecruiters 快速、无缝地整合到企业内部招聘系统内，提高招聘人员的工作效率。
Spirometrix,硬件,"平台：WEB,硬件",坐标：美国,官网：www.spirometrix.com,成立时间：2011,"C轮,1740万,美元,融资完成",立即认领,运营状态：正在运营,VR/AR,Spirometrix公司2011年的成立。创始人SolomonSsenyange博士和RyanLeard致力于哮喘诊断和疾病管理的创新检测技术的开发和商业化。而他们开发的传感器所依赖的科技，来自于俄亥俄州立大学的PrabirDutta教授在他的创新实验室的研究。Spirometiix公司CEOJ.DeanZikria表示，公司的首个产品FenomPRO便携式哮喘检测仪的是哮喘行业史无前例的产品，它包含了多项传感技术以及协助临床决策的数字呼吸生态系统。Spirometrix公司的数字呼吸生态系统还将包括来自其他仪器或环境的数据，如当地花粉量、当地污染指数和空气质量等，这些算法分析将首次在哮喘方面引入模式识别和模式管理。,,,http://pic2.pedaily.cn/newseed/project/201607/20160704112405492.jpg,http://www.newseed.cn/project/51889,Spirometrix Inc.,Spirometrix公司2011年的成立。创始人 Solomon Ssenyange博士 和 Ryan Leard 致力于哮喘诊断和疾病管理的创新检测技术的开发和商业化。而他们开发的传感器所依赖的科技，来自于俄亥俄州立大学的PrabiDutta教授在他的创新实验室的研究。Spirometiix公司 CEO J. Dean Zikria表示， 公司的首个产品Fenom PRO 便携式哮喘检测仪的是哮喘行业史无前例的产品，它包含了多项传感技术以及协助临床决策的数字呼吸生态系统。Spirometrix公司的数字呼吸生态系统还将包括来自其他仪器或环境的数据，如当地花粉量、当地污染指数和空气质量等，这些算法分析将首次在哮喘方面引入模式识别和模式管理。
